name,Region,Last Update,Confirmed,Deaths,Recovered,Date
Japan,Japan,2020-04-05 00:00:00,3139,77,514,04-04-2020
Ireland,Ireland,2020-04-04 21:00:00,4604,137,25,04-04-2020
Pakistan,Pakistan,2020-04-04 21:00:00,2818,41,131,04-04-2020
Luxembourg,Luxembourg,2020-04-04 17:00:00,2729,31,500,04-04-2020
Ecuador,Ecuador,2020-04-04 21:00:00,3465,172,100,04-04-2020
Thailand,Thailand,2020-04-04 11:00:00,2067,20,612,04-04-2020
Finland,Finland,2020-04-04 11:00:00,1882,20,300,04-04-2020
Others,Japan (Diamond Princess),2020-03-03 03:00:00,706,6,10,04-04-2020
Poland,Poland,2020-04-04 17:00:00,3627,79,116,04-04-2020
Iceland,Iceland,2020-04-04 17:00:00,1417,4,396,04-04-2020
Indonesia,Indonesia,2020-04-04 11:00:00,2092,191,150,04-04-2020
Romania,Romania,2020-04-04 11:00:00,3613,141,329,04-04-2020
Saudi Arabia,Saudi Arabia,2020-04-04 14:00:00,2179,29,420,04-04-2020
Singapore,Singapore,2020-04-04 17:00:00,1189,6,297,04-04-2020
Qatar,Qatar,2020-04-04 17:00:00,1325,3,109,04-04-2020
Philippines,Philippines,2020-04-04 11:00:00,3094,144,57,04-04-2020
Slovenia,Slovenia,2020-04-04 11:00:00,977,22,70,04-04-2020
Russia,Russia,2020-04-04 11:00:00,4731,43,333,04-04-2020
South Africa,South Africa,2020-04-04 21:00:00,1585,9,95,04-04-2020
Estonia,Estonia,2020-04-04 17:00:00,1039,13,59,04-04-2020
Bahrain,Bahrain,2020-04-04 11:00:00,688,4,399,04-04-2020
Egypt,Egypt,2020-04-04 21:00:00,1070,71,241,04-04-2020
Mexico,Mexico,2020-04-04 11:00:00,1688,60,633,04-04-2020
Croatia,Croatia,2020-04-04 17:00:00,1126,12,119,04-04-2020
Panama,Panama,2020-04-05 02:00:00,1801,46,13,04-04-2020
Lebanon,Lebanon,2020-04-04 11:00:00,520,17,50,04-04-2020
Iraq,Iraq,2020-04-04 17:00:00,878,56,259,04-04-2020
Serbia,Serbia,2020-04-04 17:00:00,1624,44,0,04-04-2020
Dominican Republic,Dominican Republic,2020-04-05 02:00:00,1578,77,17,04-04-2020
Algeria,Algeria,2020-04-04 17:00:00,1251,130,90,04-04-2020
Armenia,Armenia,2020-04-04 11:00:00,770,7,43,04-04-2020
Kuwait,Kuwait,2020-04-04 11:00:00,479,1,93,04-04-2020
Bulgaria,Bulgaria,2020-04-04 17:00:00,503,17,34,04-04-2020
Slovakia,Slovakia,2020-04-04 11:00:00,471,1,10,04-04-2020
San Marino,San Marino,2020-04-05 00:00:00,259,32,27,04-04-2020
United Arab Emirates,United Arab Emirates,2020-04-04 17:00:00,1505,10,125,04-04-2020
Latvia,Latvia,2020-04-03 10:00:00,493,0,31,04-04-2020
Uruguay,Uruguay,2020-04-05 00:00:00,400,5,93,04-04-2020
Hungary,Hungary,2020-04-04 11:00:00,678,32,58,04-04-2020
Lithuania,Lithuania,2020-04-04 11:00:00,771,9,7,04-04-2020
Costa Rica,Costa Rica,2020-04-04 21:00:00,435,2,13,04-04-2020
North Macedonia,North Macedonia,2020-04-04 17:00:00,483,17,20,04-04-2020
Vietnam,Vietnam,2020-04-04 14:00:00,240,0,90,04-04-2020
Andorra,Andorra,2020-04-04 14:00:00,466,17,21,04-04-2020
Morocco,Morocco,2020-04-04 22:00:00,919,59,66,04-04-2020
Jordan,Jordan,2020-04-04 21:00:00,323,5,74,04-04-2020
Cyprus,Cyprus,2020-04-04 17:00:00,426,11,28,04-04-2020
Moldova,Moldova,2020-04-04 17:00:00,752,12,29,04-04-2020
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-04-04 21:00:00,624,21,30,04-04-2020
Malta,Malta,2020-04-04 11:00:00,213,0,2,04-04-2020
Albania,Albania,2020-04-04 14:00:00,333,18,99,04-04-2020
Brunei,Brunei,2020-04-04 11:00:00,135,1,66,04-04-2020
Cambodia,Cambodia,2020-04-03 10:00:00,114,0,35,04-04-2020
Sri Lanka,Sri Lanka,2020-04-04 21:00:00,166,5,27,04-04-2020
Belarus,Belarus,2020-04-04 17:00:00,440,5,53,04-04-2020
Tunisia,Tunisia,2020-04-04 21:00:00,553,18,5,04-04-2020
Burkina Faso,Burkina Faso,2020-04-04 17:00:00,318,16,66,04-04-2020
Venezuela,Venezuela,2020-04-04 21:00:00,155,7,52,04-04-2020
New Zealand,New Zealand,2020-04-04 11:00:00,950,1,127,04-04-2020
Azerbaijan,Azerbaijan,2020-04-04 14:00:00,521,5,32,04-04-2020
Kazakhstan,Kazakhstan,2020-04-03 20:00:00,464,6,29,04-04-2020
Senegal,Senegal,2020-04-04 14:00:00,219,2,72,04-04-2020
Guadeloupe,Guadeloupe,2020-04-04 21:00:00,134,7,24,04-04-2020
Oman,Oman,2020-04-04 11:00:00,277,1,61,04-04-2020
Georgia (country),Georgia,2020-04-04 21:00:00,162,1,36,04-04-2020
Trinidad and Tobago,Trinidad and Tobago,2020-04-04 22:00:00,103,6,1,04-04-2020
Ukraine,Ukraine,2020-04-04 21:00:00,1225,32,25,04-04-2020
Reunion,Reunion,2020-04-04 21:00:00,334,0,40,04-04-2020
Uzbekistan,Uzbekistan,2020-04-04 21:00:00,266,2,25,04-04-2020
Cameroon,Cameroon,2020-04-04 22:00:00,555,9,17,04-04-2020
Martinique,Martinique,2020-04-05 00:00:00,145,3,27,04-04-2020
Liechtenstein,Liechtenstein,2020-04-04 17:00:00,77,0,0,04-04-2020
Afghanistan,Afghanistan,2020-04-04 11:00:00,299,7,10,04-04-2020
Palestine,Palestine,2020-04-04 22:00:00,217,1,21,04-04-2020
Democratic Republic of the Congo,Democratic Republic of the Congo,2020-04-05 00:00:00,154,18,3,04-04-2020
Bangladesh,Bangladesh,2020-04-04 11:00:00,70,8,30,04-04-2020
Nigeria,Nigeria,2020-04-05 00:00:00,214,4,25,04-04-2020
Honduras,Honduras,2020-04-04 11:00:00,264,15,3,04-04-2020
Bolivia,Bolivia,2020-04-04 11:00:00,139,10,1,04-04-2020
Paraguay,Paraguay,2020-04-04 11:00:00,96,3,12,04-04-2020
Cuba,Cuba,2020-04-04 17:00:00,288,6,15,04-04-2020
Ghana,Ghana,2020-04-03 20:00:00,205,5,31,04-04-2020
French Guiana,French Guiana,2020-04-05 00:00:00,61,0,22,04-04-2020
Rwanda,Rwanda,2020-04-04 21:00:00,102,0,0,04-04-2020
Guatemala,Guatemala,2020-04-05 00:00:00,61,2,15,04-04-2020
Jamaica,Jamaica,2020-04-04 00:00:00,53,3,7,04-04-2020
Togo,Togo,2020-04-04 14:00:00,41,3,17,04-04-2020
Kenya,Kenya,2020-04-04 14:00:00,126,4,4,04-04-2020
Cote d'Ivoire,Cote d'Ivoire,2020-04-04 22:00:00,245,1,25,04-04-2020
Maldives,Maldives,2020-04-01 14:00:00,19,0,13,04-04-2020
Monaco,Monaco,2020-04-04 21:00:00,66,1,3,04-04-2020
Ethiopia,Ethiopia,2020-04-04 14:00:00,38,0,4,04-04-2020
Mongolia,Mongolia,2020-04-01 11:00:00,14,0,2,04-04-2020
Guyana,Guyana,2020-04-03 22:00:00,23,4,0,04-04-2020
Seychelles,Seychelles,2020-03-31 11:00:00,10,0,0,04-04-2020
Suriname,Suriname,2020-04-01 11:00:00,10,0,0,04-04-2020
Gabon,Gabon,2020-04-03 01:00:00,21,1,0,04-04-2020
French Polynesia,French Polynesia,2020-04-04 21:00:00,40,0,0,04-04-2020
Namibia,Namibia,2020-04-01 14:00:00,14,0,2,04-04-2020
Bhutan,Bhutan,2020-04-02 12:00:00,5,0,1,04-04-2020
Saint Lucia,Saint Lucia,2020-04-05 00:00:00,14,0,1,04-04-2020
Sudan,Sudan,2020-04-03 16:00:00,10,2,2,04-04-2020
Nepal,Nepal,2020-04-04 11:00:00,9,0,1,04-04-2020
Guinea,Guinea,2020-04-04 22:00:00,111,0,5,04-04-2020
Aruba,Aruba,2020-04-04 21:00:00,64,0,1,04-04-2020
Jersey,Jersey,2020-03-14 18:00:00,2,0,0,04-04-2020
Mauritania,Mauritania,2020-03-31 01:00:00,6,1,2,04-04-2020
Antigua and Barbuda,Antigua and Barbuda,2020-04-04 00:00:00,15,0,0,04-04-2020
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,2020-04-03 22:00:00,7,0,1,04-04-2020
Curacao,Curacao,2020-03-30 16:00:00,11,1,2,04-04-2020
Greenland,Greenland,2020-04-04 21:00:00,11,0,3,04-04-2020
Guernsey,Guernsey,2020-03-13 14:00:00,1,0,0,04-04-2020
Vatican City,Vatican City,2020-04-03 01:00:00,7,0,0,04-04-2020
Cayman Islands,Cayman Islands,2020-04-05 00:00:00,35,1,1,04-04-2020
Argentina,Argentina,2020-04-05 00:00:00 * CABA 407; Buenos Aires 364; Santa Fe 165; Cordoba 134; Chaco 115; Tierra del Fuego 72; Neuquen 33; Mendoza 27; Corrientes 22; Santa Cruz 22; Tucuman 22; Entre Rios 18; Rio Negro 15; San Luis 10; La Rioja 6; Jujuy 5; Santiago del Estero 4; La Pampa 3; Misiones 3; Salta 3; San Juan 1. Source: @SouthernVOID,1451,43,279,04-04-2020
Brazil,Brazil,2020-04-05 01:00:00 * States Acre 46 Amazonas 311 Amapá 28 Pará 80 Rondônia 11 Roraima 37 Tocantins 14 Alagoas 23 Bahia 332 Ceara 730 Maranhão 88 Paraíba 32 Pernambuco 176 Piauí 22 Rio Grande do Norte 212 Sergipe 27 Espírito Santo 153 Minas Gerais 430 Rio de Janeiro 1246 São Paulo 4466 Distrito Federal 454 Goiás 103 Mato Grosso do Sul 62 Mato Grosso 56 Paraná 395 Rio Grande do Sul 410 Santa Catarina 334. Source: @HeidyBello,10278,432,127,04-04-2020
Canada,Canada,2020-04-05 02:00:00 * Completed Tests: 320305807. Quebec 6997; Ontario 3630; British Columbia 1203; Alberta 1181; Nova Scotia 236; Saskatchewan 231; Newfoundland 203; Manitoba 194; New Brunswick 98; Prince Edward Island 22; Yukon 6; Northwest Territories 4; Yukon 6; CDN 13,14018,233,2772,04-04-2020
Chile,Chile,2020-04-04 17:00:00 * Arica 12; Tarapaca 17; Antofagasta 55; Atacama 5; Coquimbo 44; Valparaiso 185; Metropolitana 1957; O'Higgins 38; Maule 97; Ñuble 401; Biobio 347; Araucania 477; Los Rios 89; Los Lagos 259; Aysen 6; Magallanes 172.Source: @SouthernVOID,4161,27,528,04-04-2020
Colombia,Colombia,2020-04-05 01:00:00 * States Bogotá D.C. 695 Cundinamarca 47 Antioquia 150 Valle del Cauca 179 Bolívar 45 Atlántico 47 Magdalena 12 Cesar 16 Sucre 1 La Guajira 1 Córdoba 3 Norte de Santander 25 Santander 12 Cauca 12 Caldas 16 Risaralda 37 Quindío 23 Huila 34 Tolima 15 Meta 13 Casanare 2 San Andrés y Providencia 2 Nariño 6 Boyacá 13. Source: @HeidyBello,1406,32,85,04-04-2020
Germany,Germany,2020-04-05 02:00:00 * States (not updated after 76360) Baden-Württemberg 16076; Bavaria 18571; Berlin 2993; Brandenburg 1107; Bremen 332; Hamburg 2437; Hesse 3758; Mecklenburg-Vorpommern 443; Lower Saxony 5008; North Rhine-Westphalia 17157; Rhineland-Palatinate 3331; Saarland 1073; Saxony 2304; Saxony-Anhalt 820; Schleswig-Holstein 1299; Thuringia 927; Source: tencent.com,96092,1444,26400,04-04-2020
Greece,Greece,2020-04-04 17:00:00 * Attica 641; Aegean Islands 9; Thrace 24; Macedonia 122; Epirus 7; Thessaly 14; Peloponesse 78; Dodecanese 2; Central Greece 6; Crete 12; Ionian Islands 7; Cyclades 1; Undefined Location 631; Cruize Ship 119; . Source: @bikerboyGR,1673,68,61,04-04-2020
India,India,2020-04-04 20:00:00,3588,86,229,04-04-2020
Peru,Peru,2020-04-04 20:00:00 * Lima 1257; Loreto 106; Callao 64; Lambayeque 55; La Libertad 50; Cusco 48; Arequipa 37; Piura 27; Junin 25; Tumbes 20; Ancash 18; Ica 9; San Martin 8; Cajamarca 6; Huanuco 6; Tacna 3; Madre de Dios 2; Pasco 2; Apurimac 1; Ayacucho 1; Huancavelica 1. Source: @SouthernVOID,1746,73,914,04-04-2020
USA (Aggregate Recovered),USA,2020-04-05 03:00:00,0,0,15021,04-04-2020
New York,USA,2020-04-05 03:00:00 * CTY: Albany 293; Allegany 16; Broome 65; Cattaraugus 9; Cayuga 8; Chautauqua 14; Chemung 36; Chenango 39; Clinton 31; Columbia 61; Cortland 14; Delaware 25; Dutchess 938; Erie 945; Essex 9; Franklin 10; Fulton 9; Genesee 21; Greene 24; Hamilton 2; Herkimer 18; Jefferson 20; Lewis 2; Livingston 22; Madison 85; Monroe 512; Montgomery 13; Nassau 13346; New York 63306; Niagara 101; Oneida 86; Onondaga 349; Ontario 31; Orange 2863; Orleans 10; Oswego 30; Otsego 26; Putnam 283; Rensselaer 73; Rockland 4872; Saratoga 150; Schenectady 117; Schoharie 11; Schuyler 4; Seneca 6; Steuben 60; St. Lawrence 58; Suffolk 11370; Sullivan 193; Tioga 8; Tompkins 95; Ulster 318; unknown 0; Warren 20; Washington 17; Wayne 30; Westchester 13081; Wyoming 18; Yates 1,114174,3565,0,04-04-2020
New Jersey,USA,2020-04-05 03:00:00 * CTY: Atlantic 98; Bergen 5760; Burlington 469; Camden 481; Cape May 50; Cumberland 40; Essex 3584; Gloucester 215; Hudson 3491; Hunterdon 171; Mercer 586; Middlesex 2578; Monmouth 2065; Morris 1618; Ocean 2003; Passaic 2856; Salem 25; Somerset 765; Sussex 236; Union 2916; unknown 3935; Warren 182,34124,846,0,04-04-2020
Michigan,USA,2020-04-05 03:00:00 * CTY: Allegan 10; Antrim 4; Arenac 3; Barry 5; Bay 24; Berrien 56; Branch 10; Calhoun 34; Cass 6; Charlevoix 7; Cheboygan 7; Chippewa 1; Clare 1; Clinton 54; Crawford 1; Delta 5; Dickinson 1; Eaton 53; Emmet 7; Genesee 464; Gladwin 3; Gogebic 3; Grand Traverse 12; Gratiot 4; Hillsdale 37; Houghton 2; Huron 4; Ingham 168; Ionia 6; Iosco 2; Isabella 10; Jackson 81; Kalamazoo 45; Kalkaska 8; Kent 153; Lapeer 27; Leelanau 1; Lenawee 27; Livingston 129; Luce 1; Mackinac 2; Macomb 1838; Manistee 4; Marquette 11; Mecosta 4; Midland 17; Missaukee 1; Monroe 101; Montcalm 13; Muskegon 31; Newaygo 2; Oakland 2785; Oceana 3; Ogemaw 2; Osceola 4; Oscoda 2; Other 188; Otsego 22; Ottawa 39; Out of State 83; Presque Isle 0; Roscommon 2; Saginaw 103; Sanilac 13; Schoolcraft 0; Shiawassee 22; St. Clair 85; St. Joseph 9; Tuscola 20; unknown 64; Van Buren 12; Washtenaw 501; Wayne 2804; Wayne--Detroit 3958; Wexford 4,14225,540,0,04-04-2020
California,USA,2020-04-05 03:00:00 * CTY: Alameda 537; Alpine 1; Amador 3; Butte 11; Calaveras 4; Colusa 2; Contra Costa 353; Del Norte 2; El Dorado 22; Fresno 103; Glenn 2; Humboldt 44; Imperial 55; Inyo 10; Kern 210; Kings 5; Los Angeles 5304; Madera 30; Marin 137; Mendocino 4; Merced 19; Mono 19; Monterey 62; Napa 20; Nevada 31; Orange 786; Placer 101; Plumas 3; Riverside 665; Sacramento 390; San Benito 23; San Bernardino 372; San Diego 1209; San Francisco 529; San Joaquin 189; San Luis Obispo 93; San Mateo 538; Santa Barbara 168; Santa Clara 1148; Santa Cruz 62; Shasta 17; Siskiyou 3; Solano 73; Sonoma 105; Stanislaus 65; Sutter 16; Tehama 1; Tulare 107; Tuolumne 2; unknown 0; Ventura 203; Yolo 37; Yuba 9,13904,324,0,04-04-2020
Louisiana,USA,2020-04-05 03:00:00 * CTY: Acadia 65; Allen 39; Ascension 284; Assumption 56; Avoyelles 36; Beauregard 15; Bienville 10; Bossier 126; Caddo 598; Calcasieu 135; Caldwell 3; Catahoula 9; Claiborne 20; Concordia 5; De Soto 71; East Baton Rouge 621; East Carroll 1; East Feliciana 22; Evangeline 19; Franklin 19; Grant 9; Iberia 68; Iberville 119; Jackson 1; Jefferson 3008; Jefferson Davis 9; Lafayette 229; Lafourche 217; La Salle 4; Lincoln 17; Livingston 64; Madison 1; Morehouse 9; Natchitoches 15; Orleans 3966; Ouachita 176; Parish Under Investigation 31; Plaquemines 86; Pointe Coupee 16; Rapides 97; Red River 2; Richland 9; Sabine 4; St. Bernard 239; St. Charles 252; St. Helena 4; St. James 150; St. John the Baptist 338; St. Landry 45; St. Martin 64; St. Mary 65; St. Tammany 532; Tangipahoa 131; Terrebonne 143; Union 19; Vermilion 15; Vernon 11; Washington 75; Webster 42; West Baton Rouge 40; West Feliciana 18; Winn 2,12496,409,0,04-04-2020
Massachusetts,USA,2020-04-05 03:00:00 * CTY: Barnstable 330; Berkshire 253; Bristol 601; Dukes and Nantucket 16; Essex 1400; Franklin 95; Hampden 733; Hampshire 125; Middlesex 2468; Norfolk 1199; Plymouth 898; Suffolk 2429; unknown 274; Worcester 915,11736,216,0,04-04-2020
Florida,USA,2020-04-05 03:00:00 * CTY: Alachua 116; Baker 11; Bay 23; Bradford 6; Brevard 72; Broward 1765; Calhoun 3; Charlotte 46; Citrus 34; Clay 74; Collier 221; Columbia 10; Desoto 11; Dixie 1; Duval 387; Escambia 118; Flagler 29; Franklin 1; Gadsden 4; Glades 4; Gulf 1; Hardee 1; Hendry 6; Hernando 40; Highlands 30; Hillsborough 497; Holmes 1; Indian River 50; Jackson 4; Jefferson 1; Lake 95; Lee 348; Leon 42; Levy 2; Madison 6; Manatee 129; Marion 42; Martin 53; Miami-Dade 3890; Monroe 42; Nassau 21; Okaloosa 59; Okeechobee 3; Orange 657; Osceola 216; Palm Beach 954; Pasco 90; Pinellas 342; Polk 142; Putnam 18; Santa Rosa 50; Sarasota 129; Seminole 178; St. Johns 132; St. Lucie 76; Sumter 73; Suwannee 17; Union 1; unknown 10; Volusia 134; Wakulla 5; Walton 21; Washington 1,11545,195,0,04-04-2020
Pennsylvania,USA,2020-04-05 03:00:00 * CTY: Adams 21; Allegheny 552; ​Armstrong 12; Beaver 69; Bedford 4; Berks 235; Blair 5; Bradford 10; Bucks 580; Butler 84; Cambria 6; Cameron 1; ​Carbon 46; Centre 39; Chester 250; Clarion 4; ​Clearfield 7; Clinton 1; Columbia 20; Crawford 5; Cumberland 54; Dauphin 99; Delaware 616; Erie 19; Fayette 23; Forest 2; Franklin 27; Greene 12; Huntingdon 4; Indiana 9; Juniata 7; Lackawanna 146; Lancaster 291; Lawrence 22; Lebanon 87; Lehigh 804; Luzerne 648; Lycoming 10; Mckean 1; Mercer 14; Mifflin 4; Monroe 484; Montgomery 982; Montour 19; Northampton 588; Northumberland 9; Perry 5; Philadelphia 3008; Pike 97; Potter 3; Schuylkill 77; Snyder 6; ​Somerset 3; Sullivan 1; Susquehanna 5; Tioga 3; Union 5; Venango 3; Warren 1; Washington 46; Wayne 28; Westmoreland 135; Wyoming 5; York 144,10507,139,0,04-04-2020
Illinois,USA,2020-04-05 03:00:00 * CTY: Adams 3; Bond 3; Bureau 3; Carroll 4; Champaign 55; Christian 17; Clark 2; Clinton 10; Cook 7439; Crawford 2; Cumberland 1; DeKalb 19; De Witt 1; Douglas 9; DuPage 590; Effingham 1; Fayette 2; Ford 1; Franklin 1; Grundy 9; Henry 7; Iroquois 4; Jackson 10; Jasper 2; Jefferson 2; Jersey 1; Jo Daviess 4; Kane 207; Kankakee 68; Kendall 47; Knox 1; Lake 689; La Salle 7; Lee 2; Livingston 6; Logan 1; Macon 5; Macoupin 4; Madison 47; Marion 3; Marshall 1; Mason 1; Massac 1; McHenry 122; McLean 40; Menard 1; Mercer 1; Monroe 9; Montgomery 2; Morgan 6; Moultrie 1; Ogle 4; Peoria 11; Piatt 1; Pike 1; Randolph 20; Rock Island 29; Saline 1; Sangamon 25; St. Clair 80; Stephenson 3; Tazewell 10; unknown 53; Vermilion 5; Washington 1; Whiteside 15; Will 582; Williamson 3; Winnebago 36; Woodford 6,10360,245,0,04-04-2020
Washington,USA,2020-04-05 03:00:00 * CTY: Adams 23; Asotin 2; Benton 151; Chelan 24; Clallam 8; Clark 137; Columbia 1; Cowlitz 18; Douglas 10; Ferry 1; Franklin 49; Grant 80; Grays Harbor 3; Island 130; Jefferson 20; King 2898; Kitsap 99; Kittitas 10; Klickitat 9; Lewis 13; Lincoln 1; Mason 14; Okanogan 7; Pend Oreille 1; Pierce 620; San Juan 7; Skagit 161; Skamania 1; Snohomish 1503; Spokane 209; Stevens 5; Thurston 64; unknown 807; Wahkiakum 1; Walla Walla 9; Whatcom 199; Whitman 11; Yakima 326,7632,318,0,04-04-2020
Texas,USA,2020-04-05 03:00:00 * CTY: Anderson 1; Andrews 1; Angelina 10; Aransas 1; Atascosa 2; Austin 4; Bastrop 10; Bell 58; Bexar 384; Blanco 2; Bowie 17; Brazoria 144; Brazos 75; Brown 6; Burleson 2; Burnet 4; Caldwell 3; Calhoun 11; Cameron 62; Camp 1; Cass 4; Castro 11; Chambers 11; Cherokee 6; Clay 1; Collin 268; Colorado 2; Comal 21; Comanche 2; Coryell 4; Crane 2; Dallas 1105; Dawson 5; Deaf Smith 3; Denton 288; DeWitt 6; Donley 5; Eastland 3; Ector 22; Ellis 29; El Paso 106; El Paso--Fort Bliss 7; Erath 9; Falls 1; Fannin 2; Fayette 10; Fort Bend 268; Franklin 1; Gaines 1; Galveston 222; Gillespie 2; Goliad 1; Gonzales 1; Gray 5; Grayson 12; Gregg 16; Grimes 3; Guadalupe 26; Hale 6; Hardin 15; Harris--Houston 690; Harris--Non Houston 594; Harrison 6; Hays 50; Hemphill 1; Henderson 2; Hidalgo 86; Hill 5; Hockley 7; Hood 9; Hopkins 4; Hunt 8; Hutchinson 2; Jackson 3; Jasper 3; Jefferson 58; Jim Wells 2; Johnson 21; Karnes 2; Kaufman 10; Kendall 9; Kerr 2; Kleberg 2; Lamar 5; Lamb 1; Lampasas 1; Lavaca 2; Lee 2; Leon 2; Liberty 5; Limestone 3; Live Oak 3; Llano 3; Lubbock 151; Lynn 3; Martin 1; Mason 1; Matagorda 39; Maverick 4; McLennan 50; Medina 3; Midland 24; Milam 2; Montague 1; Montgomery 142; Moore 6; Morris 1; Nacogdoches 16; Navarro 5; Newton 1; Nueces 50; Oldham 2; Orange 7; Palo Pinto 1; Panola 4; Parker 6; Polk 7; Potter 40; Randall 34; Reeves 1; Robertson 2; Rockwall 11; Rusk 12; San Augustine 4; San Jacinto 1; San Patricio 4; Shelby 12; Smith 57; Starr 5; Swisher 1; Tarrant 404; Taylor 27; Terry 4; Titus 1; Tom Green 20; Travis 460; Trinity 2; Tyler 2; Upshur 3; Uvalde 4; Val Verde 5; Van Zandt 4; Victoria 32; Walker 8; Waller 8; Washington 17; Webb 98; Wharton 9; Wichita 46; Willacy 5; Williamson 76; Wilson 6; Wise 3; Wood 1; Young 3,6872,122,0,04-04-2020
Georgia,USA,2020-04-05 03:00:00 * CTY: Appling 5; Bacon 6; Baker 5; Baldwin 11; Banks 3; Barrow 25; Bartow 160; Ben Hill 4; Berrien 3; Bibb 36; Bleckley 1; Brooks 5; Bryan 15; Bulloch 5; Burke 9; Butts 10; Calhoun 15; Camden 6; Candler 1; Carroll 158; Catoosa 6; Chambers 0; Charlton 1; Chatham 81; Chattahoochee 2; Chattooga 3; Cherokee 120; Clarke 62; Clay 7; Clayton 235; Clinch 2; Cobb 453; Coffee 15; Colquitt 49; Columbia 36; Cook 1; Coweta 64; Crisp 28; Dade 1; Dawson 16; Decatur 16; DeKalb 539; Dodge 5; Dooly 15; Dougherty 685; Douglas 84; Early 64; Effingham 9; Elbert 1; Emanuel 1; Fannin 8; Fayette 66; Floyd 80; Forsyth 71; Franklin 5; Fulton 959; Gilmer 1; Glynn 28; Gordon 23; Grady 3; Greene 12; Gwinnett 400; Habersham 2; Hall 117; Haralson 10; Harris 6; Hart 3; Heard 2; Henry 167; Houston 59; Irwin 6; Jackson 15; Jasper 4; Jeff Davis 0; Jefferson 3; Jenkins 2; Johnson 2; Jones 6; Lamar 7; Lanier 1; Laurens 15; Lee 134; Liberty 10; Lincoln 5; Long 1; Lowndes 37; Lumpkin 9; Macon 4; Madison 7; Marion 2; Mcduffie 6; Mcintosh 2; Meriwether 11; Miller 10; Mitchell 53; Monroe 7; Morgan 2; Murray 9; Muscogee 35; Newton 52; Oconee 24; Oglethorpe 1; Paulding 50; Peach 10; Pickens 9; Pierce 16; Pike 5; Polk 18; Pulaski 7; Putnam 2; Quitman 1; Rabun 3; Randolph 18; Richmond 51; Rockdale 75; Schley 6; Screven 2; Seminole 8; Spalding 26; Stephens 6; Stewart 1; Sumter 83; Talbot 3; Tattnall 3; Taylor 2; Telfair 4; Terrell 57; Thomas 26; Tift 34; Toombs 5; Towns 1; Troup 33; Turner 12; Twiggs 2; Union 1; unknown 88; Upson 12; Walker 3; Walton 18; Ware 18; Warren 5; Washington 5; Wayne 1; Webster 1; Wheeler 1; White 4; Whitfield 16; Wilcox 2; Wilkes 3; Wilkinson 2; Worth 36,6383,208,0,04-04-2020
Connecticut,USA,2020-04-05 03:00:00 * CTY: Fairfield 2824; Hartford 726; Litchfield 182; Middlesex 100; New Haven 1024; New London 57; Tolland 91; unknown 241; Windham 31,5276,165,0,04-04-2020
Colorado,USA,2020-04-05 03:00:00 * CTY: Adams 320; Alamosa 4; Arapahoe 552; Archuleta 1; Baca 9; Boulder 154; Broomfield 44; Chaffee 21; Clear Creek 6; Costilla 3; Crowley 1; Custer 2; Delta 4; Denver 769; Douglas 209; Eagle 333; Elbert 9; El Paso 406; Fremont 3; Garfield 45; Grand 4; Gunnison 90; Hinsdale 1; Huerfano 1; Jefferson 483; Kit Carson 5; Lake 3; La Plata 25; Larimer 144; Las Animas 1; Lincoln 1; Logan 8; Mesa 20; Mineral 2; Moffat 3; Montezuma 6; Montrose 31; Morgan 16; Otero 3; Ouray 2; Park 5; Phillips 3; Pitkin 38; Pueblo 36; Rio Blanco 1; Rio Grande 5; Routt 29; Saguache 3; San Miguel 9; Summit 50; Teller 11; unknown 204; Washington 1; Weld 424; Yuma 2,4565,126,0,04-04-2020
Indiana,USA,2020-04-05 03:00:00 * CTY: Adams 2; Allen 59; Bartholomew 45; Benton 0; Blackford 2; Boone 50; Brown 4; Carroll 3; Cass 4; Clark 61; Clay 3; Clinton 3; Crawford 5; Daviess 0; Dearborn 30; Decatur 79; De Kalb 3; Delaware 33; Dubois 4; Elkhart 31; Fayette 14; Floyd 41; Fountain 2; Franklin 50; Fulton 2; Gibson 4; Grant 15; Greene 9; Hamilton 265; Hancock 57; Harrison 28; Hendricks 163; Henry 8; Howard 27; Huntington 5; Jackson 28; Jasper 15; Jay 2; Jefferson 5; Jennings 35; Johnson 153; Knox 5; Kosciusko 11; LaGrange 4; Lake 313; La Porte 19; Lawrence 36; Madison 72; Marion 1570; Marshall 4;  Martin 1; Miami 8; Monroe 45; Montgomery 14; Morgan 60; Newton 1; Noble 9; Ohio 1; Orange 5; Owen 13; Parke 2; Porter 51; Posey 5; Putnam 14; Randolph 5; Ripley 51; Rush 10; Scott 7; Shelby 32; Spencer 1; Starke 2; Steuben 4; St. Joseph 89; Sullivan 3; Switzerland 7; Tippecanoe 28; Tipton 6; Union 2; Vanderburgh 35; Verm. 2; Vigo 10; Wabash 1; Warren 2; Warrick 12; Washington 16; Wayne 6; Wells 2; White 3; Whitley 5,3953,116,0,04-04-2020
