Confirmed,Date,Deaths,Last Update,Recovered,Region,_id,State_Name
15,2/7/2020,0,2/7/2020 1:03,2,Australia,5e878e8d4d6afbef43dabb31,Australia
13,2/7/2020,0,2/7/2020 16:33,0,Germany,5e878e8d4d6afbef43dabb32,Germany
12,2/7/2020,0,2/7/2020 9:13,1,Malaysia,5e878e8d4d6afbef43dabb33,Malaysia
10,2/7/2020,0,2/6/2020 14:23,1,Macau,5e878e8d4d6afbef43dabb34,Macau
10,2/7/2020,0,2/6/2020 1:13,1,Vietnam,5e878e8d4d6afbef43dabb35,Vietnam
7,2/7/2020,0,2/7/2020 5:43,0,Canada,5e878e8d4d6afbef43dabb36,Canada
6,2/7/2020,0,2/1/2020 1:52,0,France,5e878e8d4d6afbef43dabb37,France
5,2/7/2020,0,2/2/2020 5:43,0,United Arab Emirates,5e878e8d4d6afbef43dabb38,United Arab Emirates
3,2/7/2020,0,2/3/2020 21:43,0,India,5e878e8d4d6afbef43dabb39,India
3,2/7/2020,0,2/7/2020 17:53,0,Italy,5e878e8d4d6afbef43dabb3a,Italy
3,2/7/2020,1,2/7/2020 16:43,0,Philippines,5e878e8d4d6afbef43dabb3b,Philippines
3,2/7/2020,0,2/7/2020 18:33,0,United Kingdom,5e878e8d4d6afbef43dabb3c,United Kingdom
6,2/7/2020,0,2020-02-03 03:53:00 * CTY: LA 1; Orange 1; 2 Santa Clara; 2 San Benito,0,USA,5e878e8d4d6afbef43dabb3d,California
2,2/7/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabb3e,Illinois
2,2/7/2020,0,1/31/2020 16:13,0,Russia,5e878e8d4d6afbef43dabb3f,Russia
1,2/7/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabb40,Arizona
1,2/7/2020,0,2/4/2020 15:43,0,Belgium,5e878e8d4d6afbef43dabb41,Belgium
1,2/7/2020,0,1/31/2020 8:15,0,Cambodia,5e878e8d4d6afbef43dabb42,Cambodia
1,2/7/2020,0,1/31/2020 8:15,0,Finland,5e878e8d4d6afbef43dabb43,Finland
1,2/7/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabb44,Massachusetts
1,2/7/2020,0,1/31/2020 8:15,0,Nepal,5e878e8d4d6afbef43dabb45,Nepal
1,2/7/2020,0,2/1/2020 23:43,0,Spain,5e878e8d4d6afbef43dabb46,Spain
1,2/7/2020,0,1/31/2020 8:15,0,Sri Lanka,5e878e8d4d6afbef43dabb47,Sri Lanka
1,2/7/2020,0,2/1/2020 2:13,0,Sweden,5e878e8d4d6afbef43dabb48,Sweden
1,2/7/2020,0,2/1/2020 1:52,0,Mainland China,5e878e8d4d6afbef43dabb49,Xizang
1,2/7/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabb4a,Washington
1,2/7/2020,0,2/5/2020 21:53,0,USA,5e878e8d4d6afbef43dabb4b,Wisconsin
24953,2/8/2020,699,2/8/2020 13:00,1115,Mainland China,5e878e8d4d6afbef43dabb4c,Hubei
1120,2/8/2020,1,2/9/2020 1:53,125,Mainland China,5e878e8d4d6afbef43dabb4d,Guangdong
1075,2/8/2020,0,2/9/2020 3:03,185,Mainland China,5e878e8d4d6afbef43dabb4e,Zhejiang
1033,2/8/2020,6,2/9/2020 1:13,131,Mainland China,5e878e8d4d6afbef43dabb4f,Henan
838,2/8/2020,1,2/9/2020 1:13,159,Mainland China,5e878e8d4d6afbef43dabb50,Hunan
779,2/8/2020,1,2/9/2020 1:23,59,Mainland China,5e878e8d4d6afbef43dabb51,Anhui
740,2/8/2020,0,2/9/2020 1:23,72,Mainland China,5e878e8d4d6afbef43dabb52,Jiangxi
468,2/8/2020,0,2/9/2020 3:33,58,Mainland China,5e878e8d4d6afbef43dabb53,Jiangsu
446,2/8/2020,2,2/9/2020 0:43,39,Mainland China,5e878e8d4d6afbef43dabb54,Chongqing
435,2/8/2020,1,2/9/2020 2:13,50,Mainland China,5e878e8d4d6afbef43dabb55,Shandong
386,2/8/2020,1,2/9/2020 1:13,60,Mainland China,5e878e8d4d6afbef43dabb56,Sichuan
326,2/8/2020,2,2/9/2020 3:43,37,Mainland China,5e878e8d4d6afbef43dabb57,Beijing
307,2/8/2020,6,2/9/2020 1:03,13,Mainland China,5e878e8d4d6afbef43dabb58,Heilongjiang
292,2/8/2020,1,2/9/2020 1:33,41,Mainland China,5e878e8d4d6afbef43dabb59,Shanghai
250,2/8/2020,0,2/9/2020 3:43,26,Mainland China,5e878e8d4d6afbef43dabb5a,Fujian
208,2/8/2020,0,2/9/2020 3:03,25,Mainland China,5e878e8d4d6afbef43dabb5b,Shaanxi
206,2/8/2020,2,2/9/2020 1:03,30,Mainland China,5e878e8d4d6afbef43dabb5c,Hebei
195,2/8/2020,1,2/9/2020 0:33,18,Mainland China,5e878e8d4d6afbef43dabb5d,Guangxi
140,2/8/2020,0,2/9/2020 0:13,17,Mainland China,5e878e8d4d6afbef43dabb5e,Yunnan
128,2/8/2020,2,2/9/2020 1:53,15,Mainland China,5e878e8d4d6afbef43dabb5f,Hainan
115,2/8/2020,0,2/8/2020 23:53,21,Mainland China,5e878e8d4d6afbef43dabb60,Shanxi
105,2/8/2020,0,2/8/2020 11:53,8,Mainland China,5e878e8d4d6afbef43dabb61,Liaoning
96,2/8/2020,1,2/9/2020 1:23,7,Mainland China,5e878e8d4d6afbef43dabb62,Guizhou
90,2/8/2020,1,2/9/2020 4:03,4,Mainland China,5e878e8d4d6afbef43dabb63,Tianjin
79,2/8/2020,1,2/8/2020 15:13,12,Mainland China,5e878e8d4d6afbef43dabb64,Gansu
78,2/8/2020,1,2/9/2020 0:53,5,Mainland China,5e878e8d4d6afbef43dabb65,Jilin
54,2/8/2020,0,2/9/2020 2:23,5,Mainland China,5e878e8d4d6afbef43dabb66,Nei Mongol
45,2/8/2020,0,2/9/2020 2:03,13,Mainland China,5e878e8d4d6afbef43dabb67,Ningxia
45,2/8/2020,0,2/9/2020 1:23,0,Mainland China,5e878e8d4d6afbef43dabb68,Xinjiang Uygur
40,2/8/2020,0,2/9/2020 2:43,2,Singapore,5e878e8d4d6afbef43dabb69,Singapore
32,2/8/2020,0,2/8/2020 12:53,10,Thailand,5e878e8d4d6afbef43dabb6a,Thailand
26,2/8/2020,1,2/8/2020 0:03,0,Hong Kong,5e878e8d4d6afbef43dabb6b,Hong Kong
61,2/8/2020,0,2/7/2020 4:13,0,Japan (Diamond Princess),5e878e8d4d6afbef43dabb6c,Others
25,2/8/2020,0,2/7/2020 4:13,1,Japan,5e878e8d4d6afbef43dabb6d,Japan
25,2/8/2020,0,2/9/2020 2:33,3,South Korea,5e878e8d4d6afbef43dabb6e,South Korea
18,2/8/2020,0,2/6/2020 2:13,3,Mainland China,5e878e8d4d6afbef43dabb6f,Qinghai
17,2/8/2020,0,2/8/2020 5:23,1,Taiwan,5e878e8d4d6afbef43dabb70,Taiwan
16,2/8/2020,0,2/8/2020 10:23,1,Malaysia,5e878e8d4d6afbef43dabb71,Malaysia
15,2/8/2020,0,2/7/2020 1:03,2,Australia,5e878e8d4d6afbef43dabb72,Australia
13,2/8/2020,0,2/7/2020 16:33,0,Germany,5e878e8d4d6afbef43dabb73,Germany
13,2/8/2020,0,2/8/2020 7:23,1,Vietnam,5e878e8d4d6afbef43dabb74,Vietnam
11,2/8/2020,0,2/8/2020 9:53,0,France,5e878e8d4d6afbef43dabb75,France
10,2/8/2020,0,2/6/2020 14:23,1,Macau,5e878e8d4d6afbef43dabb76,Macau
7,2/8/2020,0,2/7/2020 5:43,0,Canada,5e878e8d4d6afbef43dabb77,Canada
7,2/8/2020,0,2/8/2020 7:03,0,United Arab Emirates,5e878e8d4d6afbef43dabb78,United Arab Emirates
3,2/8/2020,0,2/3/2020 21:43,0,India,5e878e8d4d6afbef43dabb79,India
3,2/8/2020,0,2/7/2020 17:53,0,Italy,5e878e8d4d6afbef43dabb7a,Italy
3,2/8/2020,1,2/7/2020 16:43,0,Philippines,5e878e8d4d6afbef43dabb7b,Philippines
3,2/8/2020,0,2/7/2020 18:33,0,United Kingdom,5e878e8d4d6afbef43dabb7c,United Kingdom
6,2/8/2020,0,2020-02-03 03:53:00 * CTY: LA 1; Orange 1; 2 Santa Clara; 2 San Benito,0,USA,5e878e8d4d6afbef43dabb7d,California
2,2/8/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabb7e,Illinois
2,2/8/2020,0,1/31/2020 16:13,0,Russia,5e878e8d4d6afbef43dabb7f,Russia
1,2/8/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabb80,Arizona
1,2/8/2020,0,2/4/2020 15:43,0,Belgium,5e878e8d4d6afbef43dabb81,Belgium
1,2/8/2020,0,1/31/2020 8:15,0,Cambodia,5e878e8d4d6afbef43dabb82,Cambodia
1,2/8/2020,0,1/31/2020 8:15,0,Finland,5e878e8d4d6afbef43dabb83,Finland
1,2/8/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabb84,Massachusetts
1,2/8/2020,0,1/31/2020 8:15,0,Nepal,5e878e8d4d6afbef43dabb85,Nepal
1,2/8/2020,0,2/1/2020 23:43,0,Spain,5e878e8d4d6afbef43dabb86,Spain
1,2/8/2020,0,2/8/2020 3:43,1,Sri Lanka,5e878e8d4d6afbef43dabb87,Sri Lanka
1,2/8/2020,0,2/1/2020 2:13,0,Sweden,5e878e8d4d6afbef43dabb88,Sweden
1,2/8/2020,0,2/1/2020 1:52,0,Mainland China,5e878e8d4d6afbef43dabb89,Xizang
1,2/8/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabb8a,Washington
1,2/8/2020,0,2/5/2020 21:53,0,USA,5e878e8d4d6afbef43dabb8b,Wisconsin
29631,2/9/2020,871,2/9/2020 23:33,1795,Mainland China,5e878e8d4d6afbef43dabb8c,Hubei
1151,2/9/2020,1,2/10/2020 3:43,147,Mainland China,5e878e8d4d6afbef43dabb8d,Guangdong
1092,2/9/2020,0,2/10/2020 1:13,201,Mainland China,5e878e8d4d6afbef43dabb8e,Zhejiang
1073,2/9/2020,6,2/10/2020 1:13,169,Mainland China,5e878e8d4d6afbef43dabb8f,Henan
879,2/9/2020,1,2/10/2020 2:13,186,Mainland China,5e878e8d4d6afbef43dabb90,Hunan
830,2/9/2020,3,2/10/2020 2:03,73,Mainland China,5e878e8d4d6afbef43dabb91,Anhui
771,2/9/2020,1,2/10/2020 1:23,102,Mainland China,5e878e8d4d6afbef43dabb92,Jiangxi
492,2/9/2020,0,2/10/2020 1:43,72,Mainland China,5e878e8d4d6afbef43dabb93,Jiangsu
468,2/9/2020,2,2/9/2020 23:53,51,Mainland China,5e878e8d4d6afbef43dabb94,Chongqing
459,2/9/2020,1,2/10/2020 0:43,63,Mainland China,5e878e8d4d6afbef43dabb95,Shandong
405,2/9/2020,1,2/10/2020 1:03,76,Mainland China,5e878e8d4d6afbef43dabb96,Sichuan
337,2/9/2020,2,2/10/2020 3:13,44,Mainland China,5e878e8d4d6afbef43dabb97,Beijing
331,2/9/2020,7,2/10/2020 0:33,15,Mainland China,5e878e8d4d6afbef43dabb98,Heilongjiang
295,2/9/2020,1,2/10/2020 1:33,44,Mainland China,5e878e8d4d6afbef43dabb99,Shanghai
261,2/9/2020,0,2/10/2020 1:13,35,Mainland China,5e878e8d4d6afbef43dabb9a,Fujian
218,2/9/2020,2,2/10/2020 0:23,35,Mainland China,5e878e8d4d6afbef43dabb9b,Hebei
213,2/9/2020,0,2/10/2020 2:23,26,Mainland China,5e878e8d4d6afbef43dabb9c,Shaanxi
210,2/9/2020,1,2/10/2020 2:03,18,Mainland China,5e878e8d4d6afbef43dabb9d,Guangxi
141,2/9/2020,0,2/9/2020 8:53,18,Mainland China,5e878e8d4d6afbef43dabb9e,Yunnan
136,2/9/2020,3,2/10/2020 0:43,19,Mainland China,5e878e8d4d6afbef43dabb9f,Hainan
119,2/9/2020,0,2/9/2020 23:43,25,Mainland China,5e878e8d4d6afbef43dabba0,Shanxi
109,2/9/2020,1,2/10/2020 1:33,7,Mainland China,5e878e8d4d6afbef43dabba1,Guizhou
107,2/9/2020,0,2/9/2020 12:23,12,Mainland China,5e878e8d4d6afbef43dabba2,Liaoning
94,2/9/2020,1,2/10/2020 3:43,4,Mainland China,5e878e8d4d6afbef43dabba3,Tianjin
83,2/9/2020,2,2/9/2020 23:33,16,Mainland China,5e878e8d4d6afbef43dabba4,Gansu
80,2/9/2020,1,2/10/2020 0:33,12,Mainland China,5e878e8d4d6afbef43dabba5,Jilin
58,2/9/2020,0,2/10/2020 2:43,5,Mainland China,5e878e8d4d6afbef43dabba6,Nei Mongol
49,2/9/2020,0,2/10/2020 1:43,13,Mainland China,5e878e8d4d6afbef43dabba7,Ningxia
49,2/9/2020,0,2/10/2020 1:13,0,Mainland China,5e878e8d4d6afbef43dabba8,Xinjiang Uygur
43,2/9/2020,0,2/10/2020 3:03,2,Singapore,5e878e8d4d6afbef43dabba9,Singapore
36,2/9/2020,1,2/10/2020 0:03,0,Hong Kong,5e878e8d4d6afbef43dabbaa,Hong Kong
32,2/9/2020,0,2/8/2020 12:53,10,Thailand,5e878e8d4d6afbef43dabbab,Thailand
27,2/9/2020,0,2/10/2020 3:03,3,South Korea,5e878e8d4d6afbef43dabbac,South Korea
64,2/9/2020,0,2/9/2020 6:13,0,Japan (Diamond Princess),5e878e8d4d6afbef43dabbad,Others
26,2/9/2020,0,2/9/2020 6:13,1,Japan,5e878e8d4d6afbef43dabbae,Japan
18,2/9/2020,0,2/6/2020 2:13,3,Mainland China,5e878e8d4d6afbef43dabbaf,Qinghai
18,2/9/2020,0,2/10/2020 3:03,1,Malaysia,5e878e8d4d6afbef43dabbb0,Malaysia
18,2/9/2020,0,2/9/2020 9:13,1,Taiwan,5e878e8d4d6afbef43dabbb1,Taiwan
14,2/9/2020,0,2/10/2020 3:03,1,Vietnam,5e878e8d4d6afbef43dabbb2,Vietnam
15,2/9/2020,0,2/7/2020 1:03,2,Australia,5e878e8d4d6afbef43dabbb3,Australia
14,2/9/2020,0,2/9/2020 6:13,0,Germany,5e878e8d4d6afbef43dabbb4,Germany
11,2/9/2020,0,2/8/2020 9:53,0,France,5e878e8d4d6afbef43dabbb5,France
10,2/9/2020,0,2/6/2020 14:23,1,Macau,5e878e8d4d6afbef43dabbb6,Macau
7,2/9/2020,0,2/7/2020 5:43,0,Canada,5e878e8d4d6afbef43dabbb7,Canada
7,2/9/2020,0,2/8/2020 7:03,0,United Arab Emirates,5e878e8d4d6afbef43dabbb8,United Arab Emirates
3,2/9/2020,0,2/3/2020 21:43,0,India,5e878e8d4d6afbef43dabbb9,India
3,2/9/2020,0,2/7/2020 17:53,0,Italy,5e878e8d4d6afbef43dabbba,Italy
3,2/9/2020,1,2/7/2020 16:43,0,Philippines,5e878e8d4d6afbef43dabbbb,Philippines
3,2/9/2020,0,2/7/2020 18:33,0,United Kingdom,5e878e8d4d6afbef43dabbbc,United Kingdom
6,2/9/2020,0,2020-02-03 03:53:00 * CTY: LA 1; Orange 1; 2 Santa Clara; 2 San Benito,0,USA,5e878e8d4d6afbef43dabbbd,California
2,2/9/2020,0,2/3/2020 3:43,0,USA,5e878e8d4d6afbef43dabbbe,Illinois
2,2/9/2020,0,1/31/2020 16:13,0,Russia,5e878e8d4d6afbef43dabbbf,Russia
1,2/9/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabbc0,Arizona
1,2/9/2020,0,2/4/2020 15:43,0,Belgium,5e878e8d4d6afbef43dabbc1,Belgium
1,2/9/2020,0,1/31/2020 8:15,0,Cambodia,5e878e8d4d6afbef43dabbc2,Cambodia
1,2/9/2020,0,1/31/2020 8:15,0,Finland,5e878e8d4d6afbef43dabbc3,Finland
1,2/9/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabbc4,Massachusetts
1,2/9/2020,0,1/31/2020 8:15,0,Nepal,5e878e8d4d6afbef43dabbc5,Nepal
1,2/9/2020,0,2/1/2020 23:43,0,Spain,5e878e8d4d6afbef43dabbc6,Spain
1,2/9/2020,0,2/8/2020 3:43,1,Sri Lanka,5e878e8d4d6afbef43dabbc7,Sri Lanka
1,2/9/2020,0,2/1/2020 2:13,0,Sweden,5e878e8d4d6afbef43dabbc8,Sweden
1,2/9/2020,0,2/1/2020 1:52,0,Mainland China,5e878e8d4d6afbef43dabbc9,Xizang
1,2/9/2020,0,2/9/2020 7:03,1,USA,5e878e8d4d6afbef43dabbca,Washington
1,2/9/2020,0,2/5/2020 21:53,0,USA,5e878e8d4d6afbef43dabbcb,Wisconsin
31728,2/10/2020,974,2/10/2020 23:33,2222,Mainland China,5e878e8d4d6afbef43dabbcc,Hubei
1159,2/10/2020,1,2/10/2020 13:43,167,Mainland China,5e878e8d4d6afbef43dabbcd,Guangdong
1092,2/10/2020,0,2/10/2020 14:13,242,Mainland China,5e878e8d4d6afbef43dabbce,Zhejiang
1073,2/10/2020,6,2/10/2020 13:53,191,Mainland China,5e878e8d4d6afbef43dabbcf,Henan
879,2/10/2020,1,2/10/2020 13:53,208,Mainland China,5e878e8d4d6afbef43dabbd0,Hunan
830,2/10/2020,3,2/10/2020 7:23,88,Mainland China,5e878e8d4d6afbef43dabbd1,Anhui
771,2/10/2020,1,2/10/2020 13:53,105,Mainland China,5e878e8d4d6afbef43dabbd2,Jiangxi
492,2/10/2020,0,2/10/2020 14:03,81,Mainland China,5e878e8d4d6afbef43dabbd3,Jiangsu
486,2/10/2020,2,2/10/2020 23:43,66,Mainland China,5e878e8d4d6afbef43dabbd4,Chongqing
466,2/10/2020,1,2/10/2020 9:33,66,Mainland China,5e878e8d4d6afbef43dabbd5,Shandong
405,2/10/2020,1,2/10/2020 10:03,80,Mainland China,5e878e8d4d6afbef43dabbd6,Sichuan
337,2/10/2020,2,2/10/2020 3:13,44,Mainland China,5e878e8d4d6afbef43dabbd7,Beijing
331,2/10/2020,7,2/10/2020 7:33,30,Mainland China,5e878e8d4d6afbef43dabbd8,Heilongjiang
299,2/10/2020,1,2/10/2020 6:03,48,Mainland China,5e878e8d4d6afbef43dabbd9,Shanghai
261,2/10/2020,0,2/10/2020 14:03,39,Mainland China,5e878e8d4d6afbef43dabbda,Fujian
218,2/10/2020,2,2/10/2020 10:03,41,Mainland China,5e878e8d4d6afbef43dabbdb,Hebei
213,2/10/2020,0,2/10/2020 13:23,30,Mainland China,5e878e8d4d6afbef43dabbdc,Shaanxi
210,2/10/2020,1,2/10/2020 14:03,24,Mainland China,5e878e8d4d6afbef43dabbdd,Guangxi
149,2/10/2020,0,2/10/2020 9:43,19,Mainland China,5e878e8d4d6afbef43dabbde,Yunnan
138,2/10/2020,3,2/10/2020 9:33,19,Mainland China,5e878e8d4d6afbef43dabbdf,Hainan
119,2/10/2020,0,2/9/2020 23:43,25,Mainland China,5e878e8d4d6afbef43dabbe0,Shanxi
109,2/10/2020,1,2/10/2020 12:33,10,Mainland China,5e878e8d4d6afbef43dabbe1,Guizhou
108,2/10/2020,0,2/10/2020 14:03,13,Mainland China,5e878e8d4d6afbef43dabbe2,Liaoning
95,2/10/2020,1,2/10/2020 14:23,8,Mainland China,5e878e8d4d6afbef43dabbe3,Tianjin
86,2/10/2020,2,2/11/2020 0:13,21,Mainland China,5e878e8d4d6afbef43dabbe4,Gansu
81,2/10/2020,1,2/11/2020 0:23,13,Mainland China,5e878e8d4d6afbef43dabbe5,Jilin
58,2/10/2020,0,2/10/2020 2:43,5,Mainland China,5e878e8d4d6afbef43dabbe6,Nei Mongol
49,2/10/2020,0,2/10/2020 1:43,13,Mainland China,5e878e8d4d6afbef43dabbe7,Ningxia
49,2/10/2020,0,2/10/2020 1:13,0,Mainland China,5e878e8d4d6afbef43dabbe8,Xinjiang Uygur
38,2/10/2020,1,2/10/2020 10:13,0,Hong Kong,5e878e8d4d6afbef43dabbe9,Hong Kong
18,2/10/2020,0,2/6/2020 2:13,3,Mainland China,5e878e8d4d6afbef43dabbea,Qinghai
18,2/10/2020,0,2/9/2020 9:13,1,Taiwan,5e878e8d4d6afbef43dabbeb,Taiwan
10,2/10/2020,0,2/6/2020 14:23,1,Macau,5e878e8d4d6afbef43dabbec,Macau
1,2/10/2020,0,2/1/2020 1:52,0,Mainland China,5e878e8d4d6afbef43dabbed,Xizang
45,2/10/2020,0,2/10/2020 19:03,2,Singapore,5e878e8d4d6afbef43dabbee,Singapore
32,2/10/2020,0,2/8/2020 12:53,10,Thailand,5e878e8d4d6afbef43dabbef,Thailand
27,2/10/2020,0,2/10/2020 3:03,3,South Korea,5e878e8d4d6afbef43dabbf0,South Korea
135,2/10/2020,0,2/10/2020 16:03,0,Japan (Diamond Princess),5e878e8d4d6afbef43dabbf1,Others
26,2/10/2020,0,2/10/2020 16:03,4,Japan,5e878e8d4d6afbef43dabbf2,Japan
18,2/10/2020,0,2/10/2020 3:03,1,Malaysia,5e878e8d4d6afbef43dabbf3,Malaysia
14,2/10/2020,0,2/9/2020 6:13,0,Germany,5e878e8d4d6afbef43dabbf4,Germany
14,2/10/2020,0,2/10/2020 3:03,1,Vietnam,5e878e8d4d6afbef43dabbf5,Vietnam
11,2/10/2020,0,2/8/2020 9:53,0,France,5e878e8d4d6afbef43dabbf6,France
8,2/10/2020,0,2/10/2020 19:03,0,United Kingdom,5e878e8d4d6afbef43dabbf7,United Kingdom
8,2/10/2020,0,2/10/2020 23:03,0,United Arab Emirates,5e878e8d4d6afbef43dabbf8,United Arab Emirates
3,2/10/2020,0,2/3/2020 21:43,0,India,5e878e8d4d6afbef43dabbf9,India
3,2/10/2020,0,2/7/2020 17:53,0,Italy,5e878e8d4d6afbef43dabbfa,Italy
3,2/10/2020,1,2/7/2020 16:43,0,Philippines,5e878e8d4d6afbef43dabbfb,Philippines
2,2/10/2020,0,1/31/2020 16:13,0,Russia,5e878e8d4d6afbef43dabbfc,Russia
2,2/10/2020,0,2/9/2020 20:33,0,Spain,5e878e8d4d6afbef43dabbfd,Spain
1,2/10/2020,0,2/4/2020 15:43,0,Belgium,5e878e8d4d6afbef43dabbfe,Belgium
1,2/10/2020,0,1/31/2020 8:15,0,Cambodia,5e878e8d4d6afbef43dabbff,Cambodia
1,2/10/2020,0,1/31/2020 8:15,0,Finland,5e878e8d4d6afbef43dabc00,Finland
1,2/10/2020,0,1/31/2020 8:15,0,Nepal,5e878e8d4d6afbef43dabc01,Nepal
1,2/10/2020,0,2/8/2020 3:43,1,Sri Lanka,5e878e8d4d6afbef43dabc02,Sri Lanka
1,2/10/2020,0,2/1/2020 2:13,0,Sweden,5e878e8d4d6afbef43dabc03,Sweden
7,2/10/2020,0,2/7/2020 5:43,0,Canada,5e878e8d4d6afbef43dabc04,Canada
15,2/10/2020,0,2/10/2020 6:00,2,Australia,5e878e8d4d6afbef43dabc05,Australia
6,2/10/2020,0,2020-02-03 03:53:00 * CTY: LA 1; Orange 1; 2 Santa Clara; 2 San Benito,1,USA,5e878e8d4d6afbef43dabc06,California
2,2/10/2020,0,2/3/2020 3:43,0,USA,5e878e8d4d6afbef43dabc07,Illinois
1,2/10/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabc08,Arizona
1,2/10/2020,0,2/1/2020 19:43,0,USA,5e878e8d4d6afbef43dabc09,Massachusetts
1,2/10/2020,0,2/9/2020 7:03,1,USA,5e878e8d4d6afbef43dabc0a,Washington
1,2/10/2020,0,2/5/2020 21:53,0,USA,5e878e8d4d6afbef43dabc0b,Wisconsin
33366,2/11/2020,1068,2/11/2020 23:33,2639,Mainland China,5e878e8d4d6afbef43dabc0c,Hubei
1219,2/11/2020,1,2/12/2020 1:23,241,Mainland China,5e878e8d4d6afbef43dabc0d,Guangdong
1135,2/11/2020,8,2/12/2020 0:43,231,Mainland China,5e878e8d4d6afbef43dabc0e,Henan
1131,2/11/2020,0,2/12/2020 1:23,279,Mainland China,5e878e8d4d6afbef43dabc0f,Zhejiang
946,2/11/2020,2,2/12/2020 1:43,263,Mainland China,5e878e8d4d6afbef43dabc10,Hunan
889,2/11/2020,4,2/12/2020 1:13,108,Mainland China,5e878e8d4d6afbef43dabc11,Anhui
844,2/11/2020,1,2/12/2020 1:23,152,Mainland China,5e878e8d4d6afbef43dabc12,Jiangxi
543,2/11/2020,0,2/12/2020 1:23,94,Mainland China,5e878e8d4d6afbef43dabc13,Jiangsu
505,2/11/2020,3,2/11/2020 23:53,79,Mainland China,5e878e8d4d6afbef43dabc14,Chongqing
497,2/11/2020,1,2/12/2020 1:43,80,Mainland China,5e878e8d4d6afbef43dabc15,Shandong
436,2/11/2020,1,2/12/2020 1:03,85,Mainland China,5e878e8d4d6afbef43dabc16,Sichuan
378,2/11/2020,8,2/12/2020 0:13,28,Mainland China,5e878e8d4d6afbef43dabc17,Heilongjiang
342,2/11/2020,3,2/11/2020 3:03,48,Mainland China,5e878e8d4d6afbef43dabc18,Beijing
306,2/11/2020,1,2/12/2020 0:13,53,Mainland China,5e878e8d4d6afbef43dabc19,Shanghai
272,2/11/2020,0,2/12/2020 0:53,46,Mainland China,5e878e8d4d6afbef43dabc1a,Fujian
251,2/11/2020,2,2/12/2020 0:03,48,Mainland China,5e878e8d4d6afbef43dabc1b,Hebei
222,2/11/2020,1,2/12/2020 0:33,31,Mainland China,5e878e8d4d6afbef43dabc1c,Guangxi
219,2/11/2020,0,2/11/2020 6:03,32,Mainland China,5e878e8d4d6afbef43dabc1d,Shaanxi
154,2/11/2020,0,2/12/2020 1:43,20,Mainland China,5e878e8d4d6afbef43dabc1e,Yunnan
151,2/11/2020,3,2/12/2020 0:33,20,Mainland China,5e878e8d4d6afbef43dabc1f,Hainan
131,2/11/2020,1,2/12/2020 1:13,17,Mainland China,5e878e8d4d6afbef43dabc20,Guizhou
124,2/11/2020,0,2/11/2020 23:33,30,Mainland China,5e878e8d4d6afbef43dabc21,Shanxi
116,2/11/2020,0,2/12/2020 0:43,19,Mainland China,5e878e8d4d6afbef43dabc22,Liaoning
106,2/11/2020,2,2/11/2020 23:13,10,Mainland China,5e878e8d4d6afbef43dabc23,Tianjin
86,2/11/2020,2,2/11/2020 15:23,24,Mainland China,5e878e8d4d6afbef43dabc24,Gansu
83,2/11/2020,1,2/12/2020 1:03,18,Mainland China,5e878e8d4d6afbef43dabc25,Jilin
59,2/11/2020,0,2/12/2020 1:43,3,Mainland China,5e878e8d4d6afbef43dabc26,Xinjiang Uygur
58,2/11/2020,0,2/10/2020 2:43,5,Mainland China,5e878e8d4d6afbef43dabc27,Nei Mongol
53,2/11/2020,0,2/11/2020 10:03,22,Mainland China,5e878e8d4d6afbef43dabc28,Ningxia
49,2/11/2020,1,2/11/2020 9:43,0,Hong Kong,5e878e8d4d6afbef43dabc29,Hong Kong
18,2/11/2020,0,2/11/2020 11:23,5,Mainland China,5e878e8d4d6afbef43dabc2a,Qinghai
18,2/11/2020,0,2/9/2020 9:13,1,Taiwan,5e878e8d4d6afbef43dabc2b,Taiwan
10,2/11/2020,0,2/6/2020 14:23,1,Macau,5e878e8d4d6afbef43dabc2c,Macau
1,2/11/2020,0,2/1/2020 1:52,0,Mainland China,5e878e8d4d6afbef43dabc2d,Xizang
47,2/11/2020,0,2/11/2020 16:43,9,Singapore,5e878e8d4d6afbef43dabc2e,Singapore
33,2/11/2020,0,2/11/2020 18:43,10,Thailand,5e878e8d4d6afbef43dabc2f,Thailand
28,2/11/2020,0,2/12/2020 0:03,4,South Korea,5e878e8d4d6afbef43dabc30,South Korea
135,2/11/2020,0,2/11/2020 2:53,0,Japan (Diamond Princess),5e878e8d4d6afbef43dabc31,Others
26,2/11/2020,0,2/11/2020 2:53,9,Japan,5e878e8d4d6afbef43dabc32,Japan
